codigo_postal;nombre
38740;Canarios (Los)
38749;Caletas (Las)
38750;Paso (El)
38758;Barrial (El)
38759;Manchas (Las)
38760;Llanos de Aridane (Los)
38767;Triana
38768;Barros (Los)
38769;Puerto Naos
38770;Tazacorte
38780;Aguatavar
38787;Don Pedro
38788;Cueva del Agua
38789;Fagundo
38800;El Cabrito
38801;El Atajo
38810;Playa de Santiago
38811;Barranco de Santiago O Gu
38812;Alajero
38813;Antoncojo
38820;Callejon de Ordaiz
38830;Agulo
38840;Vallehermoso
38849;Banda de Las Rosas
38850;Arguamul
38852;Taguluche
38860;Rajita (La)
38869;Santa Catalina
38870;Calera (La)
38879;Casa de la Seda
38890;Palmita (La)
38891;Tamargada
38892;Arure
38910;Caleta
38911;Golfo (El)
38912;Sabinosa
38914;Pinar (El)
38915;Isora
38916;Echedo
39001;Santander
39011;Peñacastillo
39012;Cueto
39100;Santa Cruz de Bezana
39108;Azoños
39109;Mompia
39110;Sancibrian
39120;Liencres
39130;Elechas
39140;Somo
39146;Langre
39150;Carriazo
39160;Galizano
39170;Ajo
39180;Noja
39190;Bareyo
39191;Guemes
39192;San Bartolome de Meruelo
39193;Castillo
39195;Arnuero
39197;Ancillo
39200;Matamorosa
39211;Abiada
39212;Aradillos
39213;Bolmir
39220;Arantiones
39229;Quintanasolmo
39230;Poblacion de Abajo
39232;Linares de Bricia
39248;Candenosa
39250;Bascones de Ebro
39290;Monegro
39291;Orzales
39292;Bustamante
39293;Lanchares
39294;Corconte
39300;Barreda
39310;Cudon
39311;Barquera (La)
39312;Barcena de Cudon
39313;Barrio Obrero
39314;Queveda
39315;Viernoles
39316;Tanos
39317;Montaña (La)
39318;Cuchia
39320;Cobreces
39329;Toñanes
39330;Santillana
39340;Suances
39390;Camplengo
39400;Corrales (Los)
39408;Barros
39409;Barcena (La)
39410;Mataporquera
39417;Bustasur
39418;Barriopalacio
39419;Aldea de Ebro
39420;Barcena de Pie de Concha
39430;Molledo
39438;San Martin de Quevedo
39439;Helguera
39450;Arenas de Iguña
39460;Corral
39470;Renedo
39477;Barcenilla
39478;Arce
39479;Carandia
39490;Lantueno
39491;Cañeda
39500;Cabezon de la Sal
39506;Ontoria
39507;Bustablado
39509;Cabrojo
39510;Sopeña
39513;Ruente
39517;Saja
39518;Fresneda
39520;Comillas
39525;Oreña
39526;Cigüenza
39530;Puente San Miguel
39539;Rudagüera
39540;S Vicente de la Barquera
39547;Llaos (Los)
39548;Santillan
39549;Puente del Arrudo
39550;Bielva
39551;Cabanzon
39555;Lastra (La)
39556;Puente Pumar
39558;Carmona
39559;Cosio
39560;Unquera
39569;Helgueras
39570;Potes
39571;Aniezo
39572;Avellanedo
39573;Buyezo
39574;Frama
39575;Barago
39580;Bejes
39584;Armaño
39585;Ojedo
39586;Arguebanes
39587;Baro
39588;Espinama
39589;Sebrango
39590;Busta (La)
39591;Casar
39592;Cos
39593;Caviedes
39594;Camijanes
39600;Maliaño
39608;Cacicedo
39609;Camargo
39610;Astillero
39611;Guarnizo
39612;Parbayon
39618;Pontejos
39619;San Salvador
39626;Abadilla (La)
39627;Arenal
39630;Penilla
39638;Escobedo
39639;Llerana
39640;Villacarriedo
39649;Aloños
39660;Pomaluengo
39670;Aes
39679;Presillas (Las)
39680;Alceda
39682;Sel del Tojo
39683;Aldano
39685;Candolias
39686;Bustaleguin
39687;Bollacin
39689;Barcena
39690;Concha (La)
39691;Iruz
39692;Liaño
39696;Bustantegua
39698;Acereda
39699;Borleña
39700;Castro Urdiales
39706;Baltezana
39707;Otañes
39708;Mioño
39709;Samano
39710;Solares
39715;Entrambasaguas
39718;Pamanes
39719;Puente Aguero
39720;Barrio de Arriba
39722;Lierganes
39723;Carcoba (La)
39724;Ceceñas
39725;Cantolla (La)
39726;Merilla
39728;Ajanedo
39730;Beranga
39738;Hazas de Cesto
39739;Praves
39740;Santoña
39749;Dueso
39750;Colindres
39760;Adal
39762;Carasa
39764;Badames
39766;Bueras
39770;Callejo (El)
39776;Hazas
39777;Arenosa (La)
39778;Rioseco
39780;Oriñon
39786;Balbacienta
39788;Adino
39790;Barcena de Cicero
39791;Ambrosero
39792;Gajano
39793;Cubas
39794;Anero
39795;Baranda
39796;Cicero
39798;Allendelagua
39800;Ramales de la Victoria
39806;Aja
39807;Regules
39808;Incedo
39809;Gibaja
39812;Matienzo
39813;Alisas
39820;Limpias
39840;Ampuero
39849;Ahedo
39850;Bulco
40001;Segovia
40100;San Ildefonso O la Granja
40109;Valsain
40120;Garcillan
40121;Anaya
40122;Pascuales
40123;Aragoneses
40130;Martin Miguel
40131;Juarros de Riomoros
40132;Marazoleja
40133;Marazuela
40134;Etreros
40135;Jemenuño
40136;Hoyuelos
40140;Valverde del Majano
40142;Lastras del Pozo
40144;Bercial
40145;Moñibas
40146;Labajos
40150;Villacastin
40151;Ituero Y Lama
40152;Zarzuela del Monte
40153;Fuentemilanos
40154;Madrona
40156;Fresno de Cantespino
40162;Ceguilla
40163;Cañicosa
40164;Arconcillos
40165;Pradena
40170;Collado Hermoso
40171;Chavida
40173;Arahuetes
40174;Berzal
40175;Matilla (La)
40180;Basardilla
40181;Aldeasaz
40182;Caballar
40183;Muñoveros
40184;Pajares de Pedraza
40185;Arevalillo de Cega
40190;Bernuy de Porreros
40191;Carbonero de Ahusin
40192;Adrada de Piron
40194;Palazuelos de Eresma
40195;Hontoria
40196;Lastrilla (La)
40197;San Cristobal de Segovia
40200;Cuellar
40210;Escarabajosa de Cuellar
40211;Torregutierrez
40212;San Cristobal de Cuellar
40213;Vallelado
40214;Ayllon
40215;Arroyo de Cuellar
40216;Chañe
40217;Fresneda de Cuellar
40218;Fuente El Olmo de Iscar
40219;Villaverde de Iscar
40220;Olombrada
40231;Lovingos
40232;Fuentes de Cuellar
40233;Moraleja de Cuellar
40234;Membibre de la Hoz
40235;Aldeasoña
40236;Laguna de Contreras
40237;Sacramenia
40238;Pecharroman
40239;Cuevas de Provanco
40240;Gomezserracin
40241;Chatun
40242;Campo de Cuellar
40250;Mozoncillo
40260;Fuentepelayo
40270;Carbonero El Mayor
40280;Navalmanzano
40290;Roda de Eresma
40291;Escarabajosa de Cabezas
40292;Aldea Real
40293;Zarzuela del Pinar
40294;Pinarnegrillo
40295;Mudrian
40296;Pinarejos
40297;Sanchonuño
40298;Frumales
40300;Sepulveda
40310;Santa Marta del Cerro
40311;Aldehuelas de Sepulveda
40312;Cortos (Los)
40313;Torreadrada
40314;Fuentesoto
40315;Castro de Fuentidueña
40316;Castroserracin
40317;Castrillo de Sepulveda
40318;Castroserna de Abajo
40320;Cantalejo
40330;Fuenterrebollo
40331;Burgomillodo
40332;Cobos de Fuentidueña
40340;Aguilafuente
40350;Escalona del Prado
40351;Sauquillo de Cabezas
40352;Lastras de Cuellar
40353;Hontalbilla
40355;Fuentesauco Fuentidueña
40356;Calabazas de Fuentidueña
40357;Fuentidueña
40358;Fuentepiñel
40359;Fuente Olmo Fuentidueña
40360;Cantimpalos
40370;Turegano
40380;Aldeonsancho
40389;Aldealcorvo
40390;Valseca
40391;Encinillas
40392;Cabañas de Polendos
40393;Escobar de Polendos
40394;Otones de Benjumea
40395;Veganzones
40396;Cabezuela
40400;Espinar (El)
40408;Navas de San Antonio
40410;San Rafael
40418;Cascajares
40419;Gudillos
40420;Losa (La)
40421;Ortigosa del Monte
40423;Guijasalbas
40424;Angeles de S Rafael (Los)
40430;Bernardos
40440;Santa Maria la Real de Ni
40441;Miguelañez
40442;Samboal
40443;Narros de Cuellar
40444;Melque de Cercos
40445;Juarros de Voltoya
40446;Martin Muñoz Las Posadas
40447;Nieva
40448;Ochando
40449;Balisa
40450;Nava de la Asuncion
40460;Bernuy de Coca
40461;Moraleja de Coca
40462;Aldeanueva del Codonal
40463;Codorniz
40464;Montuenga
40465;San Cristobal de la Vega
40466;Martin Muñoz de la Dehesa
40467;Tolocirio
40468;Montejo de Arevalo
40469;Donhierro
40470;Navas de Oro
40480;Coca
40492;Añe
40494;Armuña
40495;Domingo Garcia
40496;Ciruelos de Coca
40500;Riaza
40510;Madriguera
40511;Alquite
40512;Grado del Pico
40513;Ribota
40514;Estebanvela
40515;Riofrio de Riaza
40517;Aldeanueva del Monte
40529;Alconada de Maderuelo
40530;Olmillo (El)
40531;Aldeonte
40532;Aldeanueva la Serrezuela
40533;Aldehorno
40540;Fresno de la Fuente
40541;Honrubia de la Cuesta
40542;Montejo Vega Serrezuela
40550;Bercimuel
40551;Campo de San Pedro
40552;Fuentemizarra
40553;Valdevarnes
40554;Maderuelo
40555;Aldealengua de Sta Maria
40556;Languilla
40560;Boceguillas
40561;Navares de Ayuso
40568;Aldeanueva del Campanario
40569;Grajera
40590;Casla
40591;Cerezo de Abajo
40592;Cerezo de Arriba
40593;Castillejo de Mesleon
40594;Santa Maria de Riaza
41001;Sevilla
41110;Bollullos de la Mitacion
41111;Almensilla
41120;Gelves
41130;Puebla del Rio (La)
41140;Isla Mayor
41200;Alcala del Rio
41209;Esquivel
41210;Guillena
41218;Torre de la Reina
41220;Burguillos
41230;Castilblanco Arroyos
41240;Almaden de la Plata
41250;Real de la Jara (El)
41300;Jarilla (La)
41309;Buitrago
41310;Brenes
41318;Villaverde del Rio
41319;Viar (El)
41320;Cantillana
41339;Guadajoz
41350;Villanueva Rio Y Minas
41359;Villanueva del Rio
41370;Cazalla de la Sierra
41380;Alanis
41388;San Nicolas del Puerto
41389;Cerro del Hierro
41390;Guadalcanal
41400;Aceñuela (La)
41409;Cerro Perea
41420;Fuentes de Andalucia
41429;Campana (La)
41430;Luisiana (La)
41440;Alcolea del Rio
41450;Baltrotas (Las)
41460;Navas de la Concepcion
41470;Peñaflor
41471;Utrera
41479;Puebla de Los Infantes
41489;Aznalcazar
41500;Acebuchal (El)
41510;Bencarron
41520;Trujillo - Cabeza Sordo
41530;Moron de la Frontera
41540;Puebla de Cazalla (La)
41563;Isla Redonda la Aceñuela
41564;Lora de Estepa
41565;Gilena
41566;Pedrera
41568;Rubio (El)
41569;Marinaleda
41570;Badolatosa
41580;Casariche
41590;Roda de Andalucia (La)
41599;Corcoya
41600;Arahal
41610;Calvario (El)
41630;Lantejuela (La)
41640;Osuna
41650;Navarredonda
41659;Mezquitilla (La)
41660;Villanueva de San Juan
41661;Algamitas
41670;Pruna
41710;Guadalema de Los Quintero
41720;Chapatales (Los)
41727;Maribañez
41728;Marisma Puntales Adriano
41729;Sacramento
41730;Cabezas de San Juan (Las)
41740;Lebrija
41749;Cuervo de Sevilla (El)
41750;Molares (Los)
41760;Coronil (El)
41770;Montellano
41780;Coripe
41800;Estacion de Benacazon
41805;Benacazon
41806;Umbrete
41807;Espartinas
41808;Villanueva del Ariscal
41809;Albaida del Aljarafe
41810;Castilleja del Campo
41820;Carrion de Los Cespedes
41830;Huevar
41840;Pilas
41850;Villamanrique de Condesa
41860;Gerena
41870;Aznalcollar
41880;Hoyuelo (El)
41888;Garrobo (El)
41889;Alisar (El)
41890;Aulaga (La)
41897;Madroño (El)
41898;Arroyo de la Plata
41899;Alcornocosa (La)
41907;Valencina Concepcion
41908;Castilleja de Guzman
41909;Centro de Comarca Norte
41920;San Juan de Aznalfarache
41926;Mairena del Aljarafe
41928;Palomares del Rio
41930;Bormujos
41940;Tomares
41950;Castilleja de la Cuesta
41960;Gines
41970;Santiponce
41980;Algaba (La)
41989;Aral (El)
42001;Soria
42100;Agreda
42107;Aldehuela de Agreda
42109;Vozmediano
42110;Olvega
42111;Aldealpozo
42112;Hinojosa del Campo
42113;Castilruiz
42114;Cigudosa
42120;Gomara
42124;Cañamaque
42125;Deza
42126;Almazul
42127;Zarabes
42128;Bliecos
42129;Aliud
42130;Almenar de Soria
42131;Castejon del Campo
42132;Noviercas
42133;Alconaba
42134;Candilichera
42135;Aldealafuente
42136;Portillo de Soria
42137;Carabantes
42138;Cardejon
42141;Guijosa
42142;Espeja de San Marcelino
42143;Fuencaliente del Burgo
42144;Casarejos
42145;Cidones
42146;Abejar
42147;Cabrejas del Pinar
42148;Cubilla
42149;Navaleno
42150;Vinuesa
42151;Quintanarejo (El)
42152;Oteruelos
42153;Derroñadas
42155;Molinos de Duero
42157;Covaleda
42158;Duruelo de la Sierra
42159;Langosto
42160;Almarza
42161;Gallinero
42163;Canredondo de la Sierra
42164;Espejo de Tera
42166;Aldehuela del Rincon
42167;Cubo de la Sierra
42170;Fuentelsaz de Soria
42171;Aldealices
42172;Collado (El)
42173;Aldehuelas (Las)
42174;Villaseca Somera
42175;Fuesas (Las)
42176;Santa Cruz de Yanguas
42177;Camporredondo
42180;Aldealseñor
42181;Carrascosa de la Sierra
42182;Aldehuela de Periañez
42189;Narros
42190;Carbonera de Frentes
42191;Almarail
42192;Cuenca (La)
42193;Blacos
42194;Rioseco de Soria
42196;Lodares de Osma
42200;Almantiga
42211;Centenera de Andaluz
42212;Cobertelada
42213;Alpanseque
42214;Pinilla del Olmo
42215;Frechilla de Almazan
42216;Adradas
42217;Coscurita
42218;Borjabad
42220;Monteagudo Las Vicarias
42221;Pozuel de Ariza
42222;Chercoles
42223;Neguillas
42224;Escobosa de Almazan
42225;Alentisque
42230;Azcamellas
42240;Medinaceli
42248;Beltejar
42249;Layna
42250;Arcos de Jalon
42257;Jubera
42258;Aguaviva de la Vega
42259;Aguilar de Montuenga
42260;Santa Maria de Huerta
42269;Iruecha
42290;Lubia
42291;Barbolla (La)
42292;Cuevas de Soria (Las)
42293;Fuentepinilla
42295;Alcubilla de Las Peñas
42296;Conquezuela
42300;Burgo de Osma (El)
42310;Rasa (La)
42311;Navapalos
42312;Vilde
42314;Nograles
42315;Montejo de Tiermes
42316;Cañicera
42317;Fuentecantales
42318;Barcebal
42320;Alcozar
42328;Castillejo de Robledo
42329;Bocigas de Perales
42330;San Esteban de Gormaz
42339;Cenegro
42340;Morcuera
42341;Liceras
42342;Cuevas de Ayllon
42343;Carrascosa de Arriba
42344;Pedro
42345;Aldea de San Esteban
42351;Alcubilla de Avellaneda
42353;Alcoba de la Torre
42360;Berlanga de Duero
42366;Aguilera
42367;Ciruela
42368;Arenillas
42369;Abanco
42391;Alcubilla del Marques
42392;Fuente Tovar
43001;Tarragona
43006;Campsa
43007;Ferran
43110;Canonja (La)
43120;Constanti
43130;Sant Salvador
43140;Pobla de Mafumet (La)
43141;Vilallonga del Camp
43142;Rourell (El)
43143;Maso (La)
43144;Vallmoll
43150;Medol (El)
43152;Perafort
43153;Garidells (Els)
43155;Puigdelfi
43201;Reus
43205;Urb Atalaya Mediterranea
43300;Miami Platja
43310;Colldejou
43311;Vilanova D'Escornalbou
43312;Arbocet (L')
43320;Pratdip
43330;Riudoms
43340;Montbrio del Camp
43350;Borges del Camp (Les)
43360;Albarca
43361;Morera de Montsant (La)
43362;Siurana
43363;Ulldemolins
43364;Capafonts
43365;Alforja
43370;Palma D'Ebre (La)
43371;Margalef
43372;Bisbal de Falset (La)
43373;Cabaces
43374;Vilella Baixa (La)
43375;Vilella Alta (La)
43376;Poboleda
43379;Scala-Dei
43380;Vilaplana
43381;Aleixar (L')
43382;Maspujols
43390;Irles (Les)
43391;Vinyols I Els Arcs
43392;Castellvell del Camp
43393;Almoster
43400;Montblanc
43410;Guardia Dels Prats
43411;Blancafort
43412;Solivella
43413;Belltall
43414;Lilla
43415;Rojals
43420;Aguilo
43421;Bellprat
43422;Barbera de la Conca
43423;Pira
43424;Montbrio de la Marca
43425;Fores
43426;Rocafort de Queralt
43427;Conesa
43429;Ollers
43430;Vimbodí I Poblet
43439;Vallclara
43440;Balneari Les Masies
43449;Senan
43450;Riba (La)
43459;Pinatell
43460;Alcover
43470;Paret-Delgada
43479;Albiol (L')
43480;Vila-Seca
43481;Pineda (La)
43490;Vilaverd
43491;Picamoixons
43500;Campredo
43510;Bitem
43511;Tivenys
43512;Benifallet
43513;Rasquera
43514;Mas de Barberans
43515;Galera (La)
43516;Godall
43517;Vinallop
43519;Perello (El)
43520;Raval de Cristo
43527;Reguers (Els)
43528;Alfara de Carles
43530;Alcanar
43539;Creixell-Mar
43540;Sant Carles de la Rapita
43548;Salines de la Trinitat
43549;Poble Nou del Delta
43550;Ulldecona
43558;Freginals
43559;Castell (El)
43560;Senia (La)
43569;Cases D'Alcanar (Les)
43580;Deltebre
43590;Jesus
43591;Aldover
43592;Xerta
43593;Pauls
43594;Pinell de Brai (El)
43595;Prat de Comte
43596;Horta de Sant Joan
43597;Arnes
43700;Barri Marítim Coma-Ruga
43710;Cami Molins
43711;Banyeres del Penedes
43712;Llorenç del Penedes
43713;Carronya (La)
43714;Pla de Manlleu
43716;Albinyana
43717;Bisbal del Penedes (La)
43718;Peces (Les)
43719;Bellvei
43720;Arboç (L')
43730;Falset
43736;Figuera (La)
43737;Gratallops
43738;Bellmunt del Priorat
43739;Porrera
43740;Mora D'Ebre
43746;Darmos
43747;Benissanet
43749;Garcia
43750;Colonia Fabrica
43760;Morell (El)
43761;Pobla de Montornes (La)
43762;Ardenya
43763;Nou de Gaia (La)
43764;Catllar (El)
43765;Argilaga (L')
43770;Mora la Nova
43771;Riudecanyes
43772;Botarell
43773;Argentera (L')
43775;Comes (Les)
43776;Capçanes
43777;Guiamets (Els)
43780;Gandesa
43781;Camposines
43782;Vilalba Dels Arcs
43783;Pobla de Massaluca (La)
43784;Corbera D'Ebre
43785;Bot
43786;Batea
43787;Caseres
43790;Riba-Roja D'Ebre
43791;Asco
43792;Torre de L'Espanyol (La)
43810;Pla de Santa Maria (El)
43811;Cabra del Camp
43812;Brafim
43813;Alio
43814;Vilardida
43815;Aiguamurcia
43816;Esblada
43817;Pont D'Armentera (El)
43820;Bellamar
43830;Torredembarra
43839;Creixell
43840;Salou
43850;Ardiaca
43860;Ametlla de Mar (L')
43870;Amposta
43877;Sant Jaume D'Enveja
43878;Masdenverge
43879;Balada
43880;Barri Maritim S Salvador
43881;Cunit
43882;Segur de Calafell
43883;Roda de Bara
43884;Bonastre
43885;Salomo
43886;Renau
43890;Hospitalet de L'Infant
43891;Planas del Rey
43893;Altafulla
43894;Camarles
43895;Ampolla (L')
43896;Aldea (L')
44001;Teruel
44100;Albarracin
44110;Gea de Albarracin
44111;Torres de Albarracin
44112;Tramacastilla
44113;Noguera
44114;Griegos
44115;Guadalaviar
44120;Terriente
44121;Casillas de Bezas (Las)
44122;Jabaloyas
44123;Cañigral (El)
44124;Moscardon
44125;Royuela
44126;Calomarde
44130;Villastar
44132;Libros
44133;Riodeva
44134;Alobras
44140;Cantavieja
44141;Cuba (La)
44142;Iglesuela del Cid (La)
44143;Fortanete
44144;Villarroya de Los Pinares
44145;Allepuz
44146;Monteagudo del Castillo
44147;Cedrillas
44150;Aliaga
44155;Ababuj
44156;Aguilar del Alfambra
44159;Miravete de la Sierra
44160;Alfambra
44161;Escorihuela
44162;Cuevas Labradas
44163;Perales del Alfambra
44164;Lidon
44165;Argente
44166;Rubielos de la Cerida
44167;Camañas
44168;Cañada Vellida
44169;Cuevas de Almuden
44190;Villaspesa
44191;Mas de Navarrete
44193;Corbalan
44194;Celadas
44195;San Blas
44200;Calamocha
44210;Cutanda
44211;Collados
44212;Anadon
44213;Huesa del Comun
44220;Barrachina
44221;Godos
44222;Torrecilla del Rebollar
44223;Villanueva del Rebollar
44230;Tornos
44231;Castejon de Tornos
44232;Bello
44233;Odon
44300;Monreal del Campo
44310;Rodenas
44311;Villar del Salz
44312;Sierra Menera
44313;Ojos Negros
44314;Blancas
44315;Pozuel del Campo
44320;Baguena
44330;Burbaguena
44340;Fuentes Claras
44350;Caminreal
44357;Bañon
44358;Cosa
44359;Villalba de Los Morales
44366;Orihuela del Tremedal
44367;Bronchales
44368;Monterde de Albarracin
44369;Almohaja
44370;Cella
44380;Villarquemado
44381;Torremocha de Jiloca
44382;Aguaton
44390;San Martin del Rio
44391;Luco de Jiloca
44392;Poyo del Cid (El)
44393;Torrijo del Campo
44394;Bueña
44396;Caude
44397;Concud
44400;Mora de Rubielos
44409;Cabra de Mora
44410;Mosqueruela
44411;Puertomingalvo
44412;Castelvispal
44413;Valdelinares
44414;Nogueruelas
44415;Fuentes de Rubielos
44420;Manzanera
44421;Arcos de Las Salinas
44423;Alhambras (Las)
44424;Estacion Mora de Rubielos
44430;Valbona
44431;Virgen de la Vega (La)
44432;Alcala de la Selva
44433;Gudar
44440;Formiche Alto
44441;Formiche Bajo
44450;Puebla de Valverde (La)
44459;Camarena de la Sierra
44460;Sarrion
44477;Albentosa
44478;Pertegaces (Los)
44479;Artiga (La)
44480;Baltasares (Los)
44490;Ferreruela de Huerva
44491;Badenas
44492;Allueva
44493;Colladico (El)
44494;Villahermosa del Campo
44495;Cuencabuena
44496;Navarrete del Rio
44497;Santa Cruz de Nogueras
44500;Andorra
44509;Alloza
44510;Puebla de Hijar (La)
44520;Samper de Calanda
44530;Hijar
44540;Albalate del Arzobispo
44547;Ariño
44548;Oliete
44549;Alacon
44550;Alcorisa
44555;Pitarque
44556;Berge
44557;Crivillen
44558;Estercuel
44559;Ejulve
44560;Alagones (Los)
44561;Seno
44562;Cuevas de Cañart
44563;Bordon
44564;Mas de Las Matas
44565;Abenfigo
44566;Aguaviva
44570;Calanda
44579;Foz-Calanda
44580;Valderrobres
44586;Peñarroya de Tastavins
44587;Fuentespalda
44588;Beceite
44589;Portellada (La)
44590;Azaila
44591;Vinaceite
44592;Castelnou
44593;Urrea de Gaen
44594;Valdealgorfa
44595;Valjunquera
44596;Fresneda (La)
44597;Torre del Compte
44600;Alcañiz
44610;Calaceite
44620;Valdeltormo
44621;Mazaleon
44622;Arens de Lledo
44623;Cretas
44624;Lledo
44630;Castelseras
44640;Codoñera (La)
44641;Torrevelilla
44642;Belmonte de San Jose
44643;Cañada de Verich (La)
44650;Fornoles
44651;Cerollera (La)
44652;Monroyo
44653;Torre de Arcas
44660;Puigmoreno
44661;Valmuel
44700;Montalban
44706;Castel de Cabra
44707;Cañizar del Olivar
44708;Palomar de Arroyos
44709;Peñas Royas
44710;Rillo
44711;Fuentes Calientes
44712;Son del Puerto
44720;Cervera del Rincon
44721;Alpeñes
44730;Rambla de Martin (La)
44740;Vivel del Rio Martin
44741;Fuenferrada
44742;Armillas
44750;Martin del Rio
44760;Utrillas
44761;Barriada Obrera del Sur
44769;Parras de Martin (Las)
44770;Escucha
44779;Valdeconejos
44780;Muniesa
44790;Blesa
44791;Cortes de Aragon
44792;Alcaine
44793;Salcedillo
45001;Toledo
45100;Casalgordo
45109;Arisgotas
45110;Ajofrin
45111;Cobisa
45112;Burguillos de Toledo
45113;Chueca
45114;Castañar (El)
45120;Menasalbas
45121;Navillas (Las)
45123;Layos
45124;Casasbuenas
45125;Pulgar
45126;Cuerva
45127;Ventas Con Peña Aguilera
45130;Alares (Los)
45139;Valdeazores
45140;Navalmorales (Los)
45159;Hontanar
45160;Guadamur
45161;Polan
45162;Noez
45163;Totanes
45164;Galvez
45165;San Martin de Montalban
45170;San Martin de Pusa
45179;Villarejo de Montalban
45180;Camarena
45181;Camarenilla
45182;Arcicollar
45183;Ventas de Retamosa (Las)
45190;Nambroca
45191;Nieves (Las)
45200;Illescas
45210;Yuncos
45211;Recas
45212;Lominchar
45213;Palomeque
45214;Cedillo del Condado
45215;Viso de San Juan (El)
45216;Carranque
45217;Ugena
45220;Yeles
45221;Esquivias
45222;Borox
45223;Seseña
45225;Barcience
45230;Numancia de la Sagra
45240;Alameda de la Sagra
45250;Añover de Tajo
45260;Villaseca de la Sagra
45270;Mocejon
45276;Mohedas de la Jara
45280;Olias del Rey
45290;Pantoja
45291;Cobeja
45292;Aceca
45300;Ocaña
45310;Villatobas
45311;Dosbarrios
45312;Cabañas de Yepes
45313;Yepes
45314;Ciruelos
45340;Ontigola
45350;Noblejas
45360;Villarrubia de Santiago
45370;Santa Cruz de la Zarza
45400;Mora
45410;Villanueva de Bogas
45420;Almonacid de Toledo
45430;Mascaraque
45440;Villaminaya
45460;Manzaneque
45470;Estacion Emperador
45479;Marjaliza
45480;Urda
45500;Torrijos
45510;Fuensalida
45511;Huecas
45512;Portillo de Toledo
45513;Santa Cruz del Retamar
45514;Quismondo
45515;Maqueda
45516;Puebla de Montalban (La)
45517;Escalonilla
45518;Gerindote
45519;Noves
45520;Villaluenga de la Sagra
45521;Burujon
45522;Albarreal de Tajo
45523;Alcabon
45524;Rielves
45526;Santo Domingo-Caudilla
45529;Yuncler
45530;Miguel Esteban
45531;Carmena
45532;Carriches
45533;Carpio de Tajo (El)
45540;Erustes
45541;Mesegar de Tajo
45542;Casar de Escalona (El)
45544;Domingo Perez
45551;Illan de Vacas
45560;Corchuela
45567;Lagartera
45568;Ventas de S Julian (Las)
45570;Puente del Arzobispo (El)
45571;Alcolea de Tajo
45572;Torrico
45573;Navalmoralejo
45574;Estrella (La)
45575;Aldeanueva de S Bartolome
45577;Puerto de San Vicente
45578;Campillo de la Jara (El)
45580;Calzada de Oropesa (La)
45588;Herreruela de Oropesa
45589;Caleruela
45590;Magan
45591;Yunclillos
45592;Cabañas de la Sagra
45593;Bargas
45594;Villamiel de Toledo
45610;Navalcan
45611;Parrillas
45612;Velada
45613;Gamonal
45614;Casar de Talavera (El)
45620;Montesclaros
45621;Segurilla
45622;Mejorada
45630;Navamorcuende
45631;Almendral de la Cañada
45632;Sartajada
45633;Iglesuela (La)
45634;Buenaventura
45635;Sotillo de Las Palomas
45636;Marrupe
45637;Cervera de Los Montes
45638;Pepino
45640;Real de San Vicente (El)
45641;Castillo de Bayuela
45642;Cardiel de Los Montes
45643;Garciotun
45644;Nuño Gomez
45645;Hinojosa de San Vicente
45646;San Roman de Los Montes
45650;Espinoso del Rey
45652;Retamoso
45653;Santa Ana de Pusa
45654;S Bartolome Las Abiertas
45660;Belvis de la Jara
45661;Aldeanueva de Barbarroya
45662;Alcaudete de la Jara
45663;Membrillo (El)
45664;Herencias (Las)
45670;Nava de Ricomalillo (La)
45672;Minas de Santa Quiteria
45673;Buenasbodas
45674;Piedraescrita
45675;Hunfrias (Las)
45676;Robledillo
45677;Navaltoril
45680;Cebolla
45682;Cerralbos (Los)
45683;Cazalegas
45684;Lucillos
45685;Montearagon
45686;Calera Y Chozas
45687;Alcañizo
45690;Pueblanueva (La)
45692;Bernuy
45694;Talavera la Nueva
45695;Alberche del Caudillo
45700;Consuegra
45710;Madridejos
45720;Camuñas
45730;Villafranca Caballeros
45740;Villasequilla
45749;Villamuelas
45780;Tembleque
45789;Turleque
45790;Quero
45800;Quintanar de la Orden
45810;Villanueva de Alcardete
45820;Toboso (El)
45840;Puebla de Almoradiel (La)
45850;Villa de D Fadrique (La)
45860;Villacañas
45870;Lillo
45880;Corral de Almaguer
45890;Cabezamesada
45900;Almorox
45908;Aldea En Cabo
45909;Calalberche
45910;Escalona
45917;Nombela
45918;Pelahustan
45919;Hormigos
45920;Torre Esteban Hambran
45930;Mentrida
45940;Valmojado
45950;Casarrubios del Monte
45960;Chozas de Canales
46001;Valencia
46012;Castellar-Oliveral
46014;Luz (Barrio de La)
46015;Benimamet-Beniferri
46016;Tavernes Blanques
46019;Pueblo Nuevo
46025;Carpesa
46026;Casas de Barcena
46100;Burjassot
46109;Cheste
46110;Godella
46111;Rocafort
46112;Masarrochos
46113;Masias
46114;Vinalesa
46115;Alfara del Patriarca
46117;Baro (El)
46118;Porta Coeli
46119;Naquera
46120;Alboraya
46130;Massamagrell
46131;Bonrepos Y Mirambell
46132;Almassera
46133;Meliana
46134;Foios
46135;Albalat Dels Sorells
46136;Museros
46137;Playa
46138;Rafelbuñol
46139;Pobla de Farnals (La)
46140;Ademuz
46141;Arroyo Cerezo
46143;Torrebaja
46145;Negron
46146;Casas Bajas
46147;Casas Altas
46148;Algimia de Alfara
46149;Gilet
46160;Lliria
46162;Higueruelas
46163;Marines
46164;Pedralba
